name,category,style,abv,ibu,srm
Hammerhead Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hammerhead Red,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hannen Alt,German Ale,German-Style Brown Ale/Altbier,0.0,0.0,0.0
Hansa Imported Dortmunder,North American Lager,American-Style Lager,4.800000190734863,0.0,0.0
Hansa Pils,German Lager,German-Style Pilsener,4.800000190734863,0.0,0.0
Hard Woods Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Harpoon Brown Session Ale,North American Ale,American-Style Brown Ale,4.300000190734863,0.0,0.0
Harpoon Celtic Ale,Irish Ale,Irish-Style Red Ale,0.0,0.0,0.0
Harpoon Munich Dark,North American Ale,American-Style Brown Ale,5.5,0.0,0.0
Harry Baals Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Hart Espresso Stout,North American Ale,American-Style Stout,5.599999904632568,0.0,0.0
Harvest,North American Ale,American-Style Brown Ale,4.400000095367432,0.0,0.0
Harvest Ale,German Lager,German-Style Oktoberfest,5.599999904632568,0.0,0.0
Harvest Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Harvest Ale 1997,British Ale,Old Ale,11.5,0.0,0.0
Harvest Ale 1998,British Ale,Old Ale,11.5,0.0,0.0
Harvest Ale 1999,British Ale,Old Ale,11.5,0.0,0.0
Harvest Ale 2000,British Ale,Old Ale,11.5,0.0,0.0
Harvest Ale 2001,British Ale,Old Ale,11.5,0.0,0.0
Harvest Ale 2002,British Ale,Old Ale,11.5,0.0,0.0
Harvest Ale 2005,British Ale,Old Ale,11.5,0.0,0.0
Harvest Ale 2006,British Ale,Old Ale,11.600000381469727,0.0,0.0
Harvest Ale 2007,North American Ale,American-Style Pale Ale,6.699999809265137,0.0,0.0
Harvest Amber Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Harvest Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Harvest Hefeweizen,German Ale,South German-Style Hefeweizen,4.900000095367432,0.0,0.0
Harvest Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Harvest Wheat Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
HarvestÃ¶r Fresh Hop Ale,North American Ale,American-Style Pale Ale,7.199999809265137,0.0,0.0
Hathor Red Lager,North American Lager,American-Style Lager,5.400000095367432,0.0,0.0
Hatuey Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Haupenthal Hefeweizen,German Ale,South German-Style Hefeweizen,4.800000190734863,0.0,0.0
Hawk Rye,North American Lager,American-Style Lager,0.0,0.0,0.0
Haymarket Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Haymarket Pilsner,North American Lager,American-Style Lager,0.0,0.0,0.0
Haywards Black,North American Lager,American-Style Lager,8.0,0.0,0.0
Haywords 5000,North American Lager,American-Style Lager,7.5,0.0,0.0
Hazed & Infused Dry-Hopped Ale,North American Ale,American-Style Pale Ale,4.849999904632568,0.0,0.0
Hazy Daze Hefeweizen,German Ale,South German-Style Hefeweizen,5.5,0.0,0.0
Heartland Hefeweizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Heartland Weiss,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Heater,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Heathen,North American Ale,American-Style India Pale Ale,6.900000095367432,0.0,0.0
Heavenly Hefe,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Heavenly Hefeweizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Heavy Seas Prosit! Imperial Oktoberfest Lager,German Lager,German-Style Oktoberfest,9.0,0.0,0.0
Heavy Seas The Great Pumpkin Imperial Pumpkin Ale,Other Style,Pumpkin Beer,8.5,0.0,0.0
Heavy Weizen Imperial Unfiltered Wheat Ale,German Ale,South German-Style Hefeweizen,8.0,0.0,0.0
Hedonism Ale,North American Ale,American-Style Amber/Red Ale,7.099999904632568,0.0,0.0
Hefe Proper Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Hefe Weiss,German Ale,South German-Style Hefeweizen,4.199999809265137,0.0,0.0
Hefe Weiss,North American Lager,American-Style Lager,0.0,0.0,0.0
Hefe Weissbier,German Ale,South German-Style Hefeweizen,5.400000095367432,0.0,0.0
Hefe Weizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Hefe Weizen,North American Lager,American-Style Lager,0.0,0.0,0.0
Hefe Weizen Hell,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Hefe-Weizen,German Ale,South German-Style Hefeweizen,4.699999809265137,0.0,0.0
Hefe-Weizen Hell,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Hefe-WeiÃŸbier,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
HefeWeizen,North American Lager,American-Style Lager,0.0,0.0,0.0
Hefeweissbier,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Hefeweizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Hefeweizen,German Ale,South German-Style Weizenbock,7.5,0.0,0.0
Hefeweizen,North American Lager,American-Style Lager,0.0,0.0,0.0
HefeweiÃŸbier,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Heifer-Weizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Heineken,North American Lager,American-Style Lager,5.0,0.0,0.0
Helios,Belgian and French Ale,French & Belgian-Style Saison,7.5,0.0,0.0
Hell,North American Lager,American-Style Lager,5.0,0.0,0.0
Hell Hath No Fury Ale,North American Ale,Dark American-Belgo-Style Ale,7.699999809265137,0.0,0.0
Hellbrook,North American Ale,American-Style Amber/Red Ale,8.0,0.0,0.0
Heller Hound Bock Beer,German Lager,German-Style Heller Bock/Maibock,6.199999809265137,0.0,0.0
Helles Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Helles Hefe Weizen,German Ale,South German-Style Hefeweizen,5.300000190734863,0.0,0.0
Helles Honey Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Henry Hudson IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Herbstbeer,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Herbstbier,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Hercule Stout,North American Ale,American-Style Stout,9.0,0.0,0.0
Heritage Scottish Ale,British Ale,Scotch Ale,0.0,0.0,0.0
Heritage Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Hex Nut Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Hexen BrÃ¤u,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Hibernator,British Ale,Scotch Ale,6.0,0.0,0.0
Hibernator Doppelbock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Hidden River Red Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
High Desert Imperial Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
High Gravity Lager,North American Lager,American-Style Lager,8.100000381469727,0.0,0.0
High Noon Wheat Beer,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
High Rollers Wheat Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
High Seas IPA,North American Ale,American-Style India Pale Ale,7.0,0.0,0.0
High Tide IPA,North American Ale,American-Style India Pale Ale,6.5,0.0,0.0
HighFalls Indiaman Trader India Pale Export Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Highlander Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Highwater Porter,Irish Ale,Porter,6.0,0.0,0.0
Hinano,North American Lager,American-Style Lager,5.0,0.0,0.0
Hinterland Amber Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Hinterland Honey Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Hinterland Mild Cask Ale,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Hinterland Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hinterland Pub Draught,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hinterland Weizen Bier,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Hitachino Nest Beer,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Hitachino Nest Japanese Classic Ale,British Ale,English-Style India Pale Ale,7.0,0.0,0.0
Hitachino Nest Sweet Stout,North American Ale,American-Style Stout,3.5,0.0,0.0
Hitachino Nest XH,North American Ale,American-Style Strong Pale Ale,8.0,0.0,0.0
Hite,North American Lager,American-Style Lager,4.5,0.0,0.0
Hobgoblin,North American Ale,Dark American-Belgo-Style Ale,5.5,0.0,0.0
Hofbrauhaus Brewery & Biergarten Vienna Velvet,North American Lager,American-Style Lager,0.0,0.0,0.0
HofbrÃ¤u Oktoberfestbier,German Lager,German-Style Oktoberfest,6.300000190734863,0.0,0.0
Hog Heaven Barleywine,North American Ale,American-Style Barley Wine Ale,9.199999809265137,0.0,0.0
Holiday Scottish Strong Ale,British Ale,Scotch Ale,0.0,0.0,0.0
Holiday Wheat Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Hollandia,North American Lager,American-Style Lager,0.0,0.0,0.0
Holy Cow IPA,North American Ale,American-Style India Pale Ale,5.159999847412109,0.0,0.0
Holy Mackerel Mack In Black,North American Ale,American-Style Strong Pale Ale,8.0,0.0,0.0
Holy Mackerel Special Golden Ale,Belgian and French Ale,Belgian-Style Pale Strong Ale,8.5,0.0,0.0
Holy Moly,North American Ale,Imperial or Double India Pale Ale,7.800000190734863,0.0,0.0
Holyoke Dam Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Homestead Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Honest Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Honey Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Honey Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Honey Brown,North American Lager,American-Style Lager,0.0,0.0,0.0
Honey Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Honey Brown Ale,North American Lager,American-Style Lager,6.0,0.0,0.0
Honey Bunny Blonde Ale,North American Lager,American-Style Lager,5.800000190734863,0.0,0.0
Honey Cream Ale,Other Style,American-Style Cream Ale or Lager,5.5,0.0,0.0
Honey Creek Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Honey Double Maibock,German Lager,German-Style Heller Bock/Maibock,7.0,0.0,0.0
Honey Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Honey Lager Light,North American Lager,American-Style Lager,0.0,0.0,0.0
Honey Pilsner,North American Lager,American-Style Lager,4.5,0.0,0.0
Honey Weiss (discontinued),North American Lager,American-Style Lager,0.0,0.0,0.0
Honey Weizen,North American Lager,American-Style Lager,0.0,0.0,0.0
Honey Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Honey Wheat Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Hook & Ladder Backdraft Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Hook & Ladder Lighter,North American Lager,American-Style Light Lager,0.0,0.0,0.0
Hop Daddy IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Hop Garden Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hop Hazard,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hop Hearty IPA,North American Ale,American-Style India Pale Ale,6.199999809265137,0.0,0.0
Hop Maniac IPA,North American Ale,American-Style India Pale Ale,6.5,0.0,0.0
Hop Mountain,North American Ale,American-Style Pale Ale,5.599999904632568,0.0,0.0
Hop Obama,North American Ale,American-Style Amber/Red Ale,5.199999809265137,0.0,0.0
Hop Pocket Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hop Rocker,North American Lager,American-Style Lager,5.5,0.0,0.0
Hop Stoopid,North American Ale,Imperial or Double India Pale Ale,8.199999809265137,0.0,0.0
Hop-Stuffed Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
HopWhore Imperial India Pale Ale,North American Ale,Imperial or Double India Pale Ale,0.0,0.0,0.0
Hopfenkopf,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hopfenteufel Alt Bier,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Hopluia,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hopnoxxxious,North American Ale,Imperial or Double India Pale Ale,7.449999809265137,0.0,0.0
Hopping Turtle Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hoppus Maximus,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Hoppy Hefe,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Hoppy Hour IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Hops Explosion IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Hops and Glory American Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hoptical Illusion,North American Ale,American-Style India Pale Ale,6.800000190734863,0.0,0.0
Hoptimus Prime,North American Ale,Imperial or Double India Pale Ale,10.0,0.0,0.0
Hoptoberfest,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Hopyard IPA,North American Ale,American-Style India Pale Ale,5.300000190734863,0.0,0.0
Hornet Tail IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Horseshoe Hefeweizen,German Ale,South German-Style Hefeweizen,4.5,0.0,0.0
HotRod Red,Irish Ale,Irish-Style Red Ale,6.099999904632568,0.0,0.0
House Ale,British Ale,Scotch Ale,7.199999809265137,0.0,0.0
How Now,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Huckleberry Ale,Other Style,Fruit Beer,3.5,0.0,0.0
Hudson Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Hula Berry,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Hummer,Belgian and French Ale,Belgian-Style White,5.099999904632568,0.0,0.0
Hummin Bird,North American Lager,American-Style Light Lager,0.0,0.0,0.0
Huusbier Schwarz,Irish Ale,Porter,4.5,0.0,0.0
I.M. Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
I.P.A.,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
INDIAna Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
IPA,British Ale,English-Style India Pale Ale,3.5,0.0,0.0
IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
IPA Pale Ale,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Iambic Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Ice,North American Lager,American-Style Lager,0.0,0.0,0.0
Iceberg Copper Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Icehaus Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Icemaster,North American Lager,American-Style Lager,0.0,0.0,0.0
Iditarod Imperial Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Illuminator Doppelbock,German Lager,Traditional German-Style Bock,6.800000190734863,0.0,0.0
Im Paled Ale,North American Ale,American-Style India Pale Ale,6.5,0.0,0.0
Impale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Imperial Cherry Saison,Belgian and French Ale,French & Belgian-Style Saison,8.0,0.0,0.0
Imperial Czech Premium Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Imperial Delusion,North American Ale,American-Style Stout,0.0,0.0,0.0
Imperial Eclipse Stout,North American Ale,American-Style Imperial Stout,9.5,0.0,0.0
Imperial Eclipse Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Imperial Gold Malt Liquor,North American Lager,American-Style Lager,9.899999618530273,0.0,0.0
Imperial I.P.A.,North American Ale,American-Style Pale Ale,7.199999809265137,0.0,0.0
Imperial IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Imperial Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Imperial Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Imperial Porter,Irish Ale,Porter,0.0,0.0,0.0
Imperial Pumpkin Ale,Other Style,Pumpkin Beer,8.0,0.0,0.0
Imperial Red,North American Ale,American-Style Amber/Red Ale,9.0,0.0,0.0
Imperial Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Imperial Stout 2001,North American Ale,American-Style Stout,9.470000267028809,0.0,0.0
Imperial Stout 2002,North American Ale,American-Style Stout,9.470000267028809,0.0,0.0
Imperial Stout 2003,North American Ale,American-Style Stout,9.399999618530273,0.0,0.0
Imported Black Stout Draft,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Impromptu Pale Ale,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
Independence Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
India Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
India Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
India Pale Ale (IPA),North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
India Pelican Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Indian Red Ale,North American Ale,American-Style Amber/Red Ale,6.5,0.0,0.0
Indiana Amber,North American Ale,American-Style Amber/Red Ale,5.5,0.0,0.0
Indiana Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Indica India Pale Ale,North American Ale,American-Style Pale Ale,6.5,0.0,0.0
Inspiration Red,North American Ale,American-Style Amber/Red Ale,5.599999904632568,0.0,0.0
Instigator Doppelbock,German Lager,Traditional German-Style Bock,7.5,0.0,0.0
Iowa Pale Ale,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
Iris,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Iris 1996,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Irish Ale,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Irish Dry Stout,North American Ale,American-Style Stout,4.800000190734863,0.0,0.0
Irish Porter (discontinued),Irish Ale,Porter,0.0,0.0,0.0
Irish Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Irish Red,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Irish Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Irish Setter Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Irish Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Iron Fist Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Iron Horse Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Iron Mine Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Iron Rail IPA,British Ale,English-Style India Pale Ale,7.199999809265137,0.0,0.0
Iron Range Amber Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Iron Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Ironhead Porter Old No. 3,Irish Ale,Porter,6.0,0.0,0.0
Ironhorse Not Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Ironman Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Ironwood Dark,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Irvington Porter,Irish Ale,Porter,0.0,0.0,0.0
Ise Kadoya Stout,North American Ale,American-Style Stout,5.0,0.0,0.0
Island Lager,North American Lager,American-Style Lager,5.0,0.0,0.0
Island Pale Ale (IPA),North American Ale,American-Style India Pale Ale,7.0,0.0,0.0
Island Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Islander Pale Ale,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
Islandweizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Issaquah Bullfrog Ale,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Itasca Extra Pale Ale,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Ivanhoe,North American Ale,American-Style Pale Ale,5.199999809265137,0.0,0.0
J&S; Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Jack Frost Winter Doppelbock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Jack Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Jack of Spades Schwarzbier,German Lager,German-Style Schwarzbier,3.9000000953674316,0.0,0.0
Jackpot Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Jahva Imperial Coffee Stout,North American Ale,American-Style Imperial Stout,12.0,0.0,0.0
Jamaica Brand Red Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Jamaica Brand Sunset IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
James Squire India Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
James Squire Porter,Irish Ale,Porter,0.0,0.0,0.0
